personId,firstName,lastName,gamesPlayed,points,assists,reboundsTotal,blocks,steals,turnovers,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,guard,forward,center,trueShootingAttempts,ts,fantasyPoints,br_id
203999,Nikola,Jokic,425,26.865882352941178,9.265882352941176,12.364705882352942,0.7576470588235295,1.44,3.4,17.512941176470587,10.230588235294118,3.543529411764706,1.343529411764706,6.143529411764706,5.061176470588236,0,0,1,20.216094117647057,0.6644676809624016,61.30235294117648,
203507,Giannis,Antetokounmpo,361,29.861495844875343,6.047091412742383,11.490304709141274,1.0914127423822717,1.0138504155124657,3.390581717451524,18.925207756232687,11.005540166204986,2.3795013850415514,0.6731301939058172,10.822714681440443,7.177285318559557,0,1,0,23.68720221606648,0.6303297361268986,57.80747922437672,
1641705,Victor,Wembanyama,177,23.45762711864407,3.564971751412429,11.05084745762712,3.4971751412429377,1.1412429378531073,3.0847457627118646,17.192090395480225,8.338983050847459,6.344632768361582,2.180790960451977,5.627118644067797,4.598870056497175,0,1,1,19.668022598870056,0.5963392354448416,57.76553672316384,
1629029,Luka,Doncic,375,30.842666666666663,8.576,8.514666666666667,0.5226666666666666,1.3733333333333333,3.994666666666667,21.890666666666668,10.418666666666669,9.402666666666669,3.3946666666666667,8.693333333333333,6.610666666666667,1,1,0,25.715733333333336,0.5996847584876702,56.07333333333334,
203954,Joel,Embiid,277,30.335740072202167,4.097472924187725,10.234657039711191,1.4548736462093863,0.9638989169675092,3.249097472924188,19.28158844765343,9.92057761732852,3.487364620938628,1.2418772563176896,10.884476534296027,9.252707581227437,0,1,1,24.070758122743683,0.6301367808506809,55.01083032490975,
203076,Anthony,Davis,273,24.124542124542124,3.1575091575091574,11.252747252747254,2.0805860805860807,1.164835164835165,2.117216117216117,17.227106227106226,9.227106227106226,1.8644688644688645,0.4835164835164835,6.710622710622711,5.186813186813187,0,1,1,20.17978021978022,0.5977404575718631,54.48717948717949,
1628983,Shai,Gilgeous-Alexander,376,29.5718085106383,6.1063829787234045,4.909574468085107,0.8670212765957447,1.5319148936170213,2.5106382978723403,19.742021276595743,10.175531914893616,4.35904255319149,1.574468085106383,8.75,7.64627659574468,1,0,0,23.592021276595744,0.6267332536694249,50.67021276595745,
2544,LeBron,James,350,25.748571428571427,7.457142857142857,7.537142857142857,0.6428571428571429,1.12,3.454285714285714,18.86285714285714,9.751428571428573,5.911428571428571,2.105714285714286,5.52,4.14,0,1,0,21.29165714285714,0.6046633959914548,48.38285714285714,
1628369,Jayson,Tatum,371,27.2533692722372,4.889487870619946,8.283018867924529,0.5795148247978437,1.0700808625336926,2.7601078167115904,20.27493261455525,9.299191374663073,8.789757412398922,3.164420485175202,6.509433962264151,5.490566037735849,1,1,0,23.13908355795148,0.5889033851315146,48.09029649595688,
1627734,Domantas,Sabonis,369,19.18157181571816,6.612466124661246,12.78048780487805,0.4607046070460704,0.9051490514905148,3.116531165311653,12.831978319783198,7.457994579945799,1.7181571815718155,0.6016260162601627,5.008130081300813,3.663956639566396,0,1,1,15.035555555555556,0.6378737302005003,47.50135501355014,
201142,Kevin,Durant,348,27.353448275862068,5.077586206896552,6.416666666666667,1.1522988505747127,0.8275862068965517,3.2586206896551726,18.474137931034484,9.744252873563218,5.531609195402299,2.272988505747126,6.359195402298851,5.591954022988506,0,1,0,21.272183908045974,0.6429393520219594,45.9971264367816,
1626157,Karl-Anthony,Towns,358,22.818435754189945,3.5195530726256985,10.53631284916201,0.8044692737430168,0.8603351955307262,2.82122905027933,15.768156424581006,8.044692737430168,5.0,1.9832402234636872,5.611731843575419,4.745810055865922,0,1,1,18.23731843575419,0.6255973386266725,44.918994413407816,
202695,Kawhi,Leonard,269,24.695167286245358,3.907063197026022,6.304832713754647,0.5539033457249071,1.6059479553903346,1.884758364312268,17.635687732342006,9.026022304832711,5.394052044609666,2.171003717472119,5.096654275092937,4.472118959107807,0,1,0,19.8782156133829,0.621161571203088,44.88289962825278,
202681,Kyrie,Irving,247,26.307692307692307,5.388663967611336,4.886639676113361,0.5951417004048583,1.279352226720648,2.194331983805668,19.88663967611336,9.757085020242917,7.550607287449393,3.020242914979757,4.133603238866397,3.7732793522267207,1,0,0,21.705425101214576,0.6060165185666002,44.82995951417004,
201935,James,Harden,383,21.61618798955613,9.365535248041777,6.088772845953002,0.6214099216710183,1.2323759791122717,3.6971279373368144,15.02088772845953,6.4255874673629245,7.5744125326370755,2.751958224543081,6.877284595300261,6.013054830287206,1,0,0,18.046892950391644,0.5988894611658633,44.81853785900783,
203081,Damian,Lillard,280,27.007142857142856,7.2214285714285715,4.453571428571428,0.2535714285714285,0.9571428571428572,2.935714285714285,18.810714285714287,8.285714285714286,9.839285714285714,3.6035714285714286,7.460714285714285,6.832142857142857,1,0,0,22.09342857142857,0.6112030726654338,43.49107142857142,
1628389,Bam,Adebayo,413,19.242130750605327,3.8958837772397095,9.699757869249394,0.8135593220338984,1.2179176755447942,2.2711864406779663,14.150121065375302,7.271186440677966,1.665859564164649,0.5423728813559322,5.3559322033898304,4.157384987893463,0,1,1,16.506731234866827,0.5828570925647766,43.219128329297824,
201939,Stephen,Curry,367,27.28882833787466,5.730245231607629,4.888283378746594,0.3405994550408719,1.0735694822888284,3.0381471389645776,19.534059945504087,9.024523160762945,11.71117166212534,4.732970027247957,4.893732970027248,4.506811989100817,1,0,0,21.687302452316075,0.6291429835009373,42.79700272479564,
1628378,Donovan,Mitchell,382,26.42408376963351,5.2539267015706805,4.471204188481676,0.3141361256544502,1.4293193717277486,2.667539267015707,19.9869109947644,9.196335078534032,9.096858638743456,3.369109947643979,5.465968586387435,4.662303664921466,1,0,0,22.391937172774867,0.5900356803823367,42.65052356020942,
1629027,Trae,Young,353,25.688385269121813,10.240793201133144,3.2691218130311617,0.1501416430594901,1.065155807365439,4.178470254957508,18.543909348441925,8.06515580736544,7.441926345609065,2.640226628895184,7.858356940509915,6.917847025495751,1,0,0,22.001586402266287,0.5837848416802291,42.45750708215297,
1630595,Cade,Cunningham,268,22.529850746268657,7.955223880597015,5.451492537313433,0.667910447761194,1.1343283582089552,3.776119402985074,18.61567164179105,8.384328358208956,5.686567164179104,1.9328358208955223,4.567164179104478,3.828358208955224,1,0,0,20.625223880597016,0.5461722713095832,42.296641791044784,
1627749,Dejounte,Murray,328,19.65548780487805,6.823170731707317,6.414634146341464,0.2652439024390244,1.646341463414634,2.432926829268293,17.08231707317073,7.768292682926829,5.0182926829268295,1.6859756097560976,3.0213414634146343,2.432926829268293,1,0,0,18.41170731707317,0.5337768916913948,42.29268292682927,
202696,Nikola,Vucevic,434,18.474654377880185,3.403225806451613,10.502304147465438,0.7557603686635944,0.7880184331797235,1.663594470046083,15.433179723502304,7.652073732718894,4.642857142857143,1.6589861751152073,1.852534562211981,1.5115207373271888,0,0,1,16.248294930875577,0.5685105562299341,42.18087557603687,
202710,Jimmy,Butler III,323,20.730650154798763,5.547987616099071,5.826625386996904,0.3374613003095975,1.6222910216718267,1.7337461300309598,13.207430340557275,6.674922600619195,2.003095975232198,0.6408668730650154,7.857585139318886,6.739938080495356,0,1,0,16.664767801857586,0.6219903691813804,42.1640866873065,
1627783,Pascal,Siakam,411,22.367396593673966,4.484184914841849,7.386861313868613,0.5036496350364964,1.0048661800486618,2.0875912408759123,17.111922141119223,8.48661800486618,3.895377128953771,1.3527980535279804,5.386861313868613,4.041362530413625,0,1,0,19.482141119221414,0.574048726389881,42.03284671532846,
1642843,Cooper,Flagg,70,21.042857142857144,4.514285714285714,6.6571428571428575,0.9142857142857144,1.2,2.3,17.057142857142857,7.985714285714286,3.4857142857142858,1.0285714285714285,4.885714285714286,4.042857142857143,0,1,0,19.206857142857142,0.5477954302034989,41.65714285714286,
1629627,Zion,Williamson,246,24.052845528455286,4.239837398373984,6.443089430894309,0.6504065040650406,1.0365853658536586,2.6504065040650406,15.552845528455284,9.207317073170731,0.3414634146341463,0.1056910569105691,7.857723577235772,5.532520325203252,0,1,0,19.010243902439026,0.6326285357488046,41.524390243902445,
203497,Rudy,Gobert,427,13.320843091334895,1.4098360655737705,12.484777517564403,1.8805620608899296,0.7142857142857143,1.5573770491803278,7.522248243559719,5.098360655737705,0.0444964871194379,0.0,4.925058548009368,3.1241217798594847,0,0,1,9.689274004683842,0.6874015062890954,41.42740046838407,
204001,Kristaps,Porzingis,287,20.43205574912892,2.2125435540069684,7.59581881533101,1.56794425087108,0.7073170731707317,1.5609756097560976,14.480836236933795,7.003484320557491,5.435540069686411,2.013937282229965,5.195121951219512,4.411149825783972,0,1,1,16.766689895470382,0.6093049933084513,41.123693379790936,
1630567,Scottie,Barnes,352,17.460227272727273,5.170454545454546,7.480113636363637,1.0795454545454546,1.244318181818182,2.3920454545454546,14.267045454545457,6.795454545454546,3.394886363636364,1.0170454545454546,3.684659090909091,2.852272727272727,1,1,0,15.888295454545457,0.5494682334766159,40.94744318181819,
203944,Julius,Randle,409,22.09046454767726,4.970660146699267,8.792176039119804,0.2982885085574572,0.7799511002444988,3.063569682151589,16.86308068459658,7.728606356968215,5.603911980440098,1.9168704156479217,6.007334963325183,4.71638141809291,0,1,1,19.50630806845966,0.5662389948458776,40.92053789731052,
1628368,De'Aaron,Fox,394,23.54568527918782,6.1395939086294415,4.109137055837564,0.3781725888324873,1.4289340101522845,2.649746192893401,18.251269035533,8.751269035532994,5.733502538071066,1.898477157360406,5.439086294416244,4.144670050761421,1,0,0,20.644467005076145,0.5702662430906623,40.84771573604061,
1626164,Devin,Booker,391,26.40409207161125,5.797953964194374,4.350383631713555,0.3043478260869565,0.90537084398977,2.81074168797954,19.50383631713555,9.250639386189258,6.375959079283888,2.227621483375959,6.485933503836317,5.675191815856778,1,0,0,22.35764705882353,0.590493534541927,40.84398976982097,
1630163,LaMelo,Ball,298,20.70805369127517,7.352348993288591,5.711409395973154,0.3120805369127516,1.4093959731543624,3.1812080536912752,17.473154362416107,7.308724832214765,8.812080536912752,3.221476510067114,3.389261744966443,2.8691275167785237,1,0,0,18.964429530201343,0.5459709098630428,40.827181208053695,
1630162,Anthony,Edwards,438,24.54337899543379,4.134703196347032,5.242009132420091,0.634703196347032,1.3242009132420092,2.872146118721461,19.004566210045663,8.60958904109589,8.054794520547945,2.9771689497716896,5.417808219178082,4.34703196347032,1,0,0,21.38840182648402,0.5737543925568843,40.69977168949772,
1629630,Ja,Morant,260,23.607692307692307,7.461538461538462,4.823076923076923,0.2846153846153846,1.0653846153846154,3.4153846153846152,18.18846153846154,8.430769230769231,4.684615384615385,1.4423076923076923,6.861538461538461,5.303846153846154,1,0,0,21.207538461538466,0.5565872802849494,40.60384615384616,
1627759,Jaylen,Brown,390,24.846153846153847,3.948717948717949,6.233333333333333,0.3948717948717948,1.1256410256410256,2.833333333333333,19.3,9.28974358974359,6.402564102564103,2.2512820512820517,5.253846153846154,4.015384615384615,1,1,0,21.61169230769231,0.574831287906831,40.534615384615385,
1630596,Evan,Mobley,330,16.742424242424242,3.0424242424242425,8.918181818181818,1.5757575757575757,0.806060606060606,1.896969696969697,12.26969696969697,6.703030303030303,2.087878787878788,0.6454545454545455,3.996969696969697,2.690909090909091,0,0,1,14.028363636363636,0.5967347538320632,40.41666666666666,
