personId,firstName,lastName,gamesPlayed,points,assists,reboundsTotal,blocks,steals,turnovers,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,guard,forward,center,trueShootingAttempts,ts,fantasyPoints
470,Doc,Rivers,375,8.578666666666667,3.6133333333333333,2.3413333333333335,0.3253333333333333,1.4586666666666666,1.2773333333333334,7.376,3.0853333333333333,2.1146666666666665,0.704,2.1013333333333333,1.704,1,0,0,8.300586666666668,0.5167506232491197,22.092
894,Ricky,Pierce,485,15.082474226804123,2.0103092783505154,2.195876288659794,0.12783505154639174,0.8329896907216495,1.579381443298969,11.536082474226804,5.449484536082474,1.3731958762886598,0.4762886597938144,4.138144329896908,3.707216494845361,1,0,0,13.356865979381443,0.5645963001383126,22.076288659793814
278,Stacey,Augmon,624,10.334935897435898,1.8365384615384615,3.823717948717949,0.3942307692307692,1.2067307692307692,1.5833333333333333,8.184294871794872,3.934294871794872,0.09294871794871795,0.017628205128205128,3.3814102564102564,2.448717948717949,1,1,0,9.672115384615385,0.53426450608079,22.0625
1134,Ike,Austin,268,10.152985074626866,1.6380597014925373,5.798507462686567,0.6417910447761194,0.6343283582089553,2.1940298507462686,8.638059701492537,3.966417910447761,0.08208955223880597,0.011194029850746268,3.294776119402985,2.208955223880597,0,0,1,10.08776119402985,0.503232822394508,22.024253731343283
63,Michael,Smith,370,6.0162162162162165,1.5135135135135136,7.110810810810811,0.5702702702702702,0.8216216216216217,1.2540540540540541,4.186486486486486,2.281081081081081,0.016216216216216217,0.002702702702702703,2.781081081081081,1.4513513513513514,0,1,0,5.410162162162162,0.5560107105746943,22.012162162162163
1112,Ben,Wallace,222,4.09009009009009,0.47297297297297297,6.423423423423423,1.364864864864865,0.8603603603603603,0.6666666666666666,3.3378378378378377,1.7252252252252251,0.0,0.0,1.6306306306306306,0.6396396396396397,0,1,1,4.055315315315315,0.5042875549828942,22.002252252252255
1622,Rodney,McCray,213,8.183098591549296,2.624413145539906,5.568075117370892,0.4507042253521127,0.6103286384976526,1.3896713615023475,7.065727699530516,3.2816901408450705,0.6056338028169014,0.18779342723004694,1.892018779342723,1.431924882629108,0,1,0,7.898215962441315,0.51803461885967,21.93661971830986
731,Greg,Ostertag,326,5.226993865030675,0.3006134969325153,5.96319018404908,1.9938650306748467,0.27300613496932513,0.911042944785276,4.0,1.9447852760736197,0.015337423312883436,0.0,2.168711656441718,1.3374233128834356,0,0,1,4.954233128834356,0.5275280481462219,21.868098159509202
76338,Tony,Campbell,354,12.59322033898305,1.8531073446327684,3.1807909604519775,0.3022598870056497,0.9067796610169492,1.5677966101694916,11.127118644067796,4.97457627118644,0.4887005649717514,0.1497175141242938,3.138418079096045,2.494350282485876,0,1,0,12.508022598870056,0.5034057237840572,21.84463276836158
1051,Dean,Garrett,254,6.0,0.6889763779527559,6.047244094488189,1.2322834645669292,0.531496062992126,0.65748031496063,5.090551181102362,2.4763779527559056,0.0,0.0,1.5393700787401574,1.047244094488189,0,0,1,5.767874015748031,0.5201223174793862,21.844488188976378
423,Chris,Gatling,572,10.568181818181818,0.6555944055944056,5.496503496503497,0.5891608391608392,0.6905594405594405,1.5594405594405594,7.7674825174825175,4.0979020979020975,0.17657342657342656,0.03671328671328671,3.5681818181818183,2.335664335664336,0,1,0,9.337482517482517,0.5659010230217336,21.796328671328673
898,Blue,Edwards,621,11.043478260869565,2.035426731078905,3.421900161030596,0.42028985507246375,1.0499194847020934,1.6666666666666667,9.336553945249598,4.404186795491143,1.4138486312399356,0.4750402576489533,2.2334943639291467,1.7600644122383253,0,1,0,10.319291465378422,0.5350889786338924,21.776972624798713
201,Chris,Dudley,604,4.382450331125828,0.43211920529801323,7.397350993377484,1.4370860927152318,0.4205298013245033,0.8956953642384106,4.298013245033113,1.7516556291390728,0.0033112582781456954,0.0,1.8129139072847682,0.8791390728476821,0,0,1,5.095695364238411,0.4300149457404639,21.76572847682119
30,Richard,Dumas,102,10.588235294117647,1.088235294117647,3.4411764705882355,0.46078431372549017,1.3431372549019607,1.4705882352941178,8.352941176470589,4.254901960784314,0.12745098039215685,0.029411764705882353,2.950980392156863,2.049019607843137,0,1,0,9.651372549019609,0.5485352078338953,21.65686274509804
953,Lorenzen,Wright,267,7.292134831460674,0.5917602996254682,6.52808988764045,0.8352059925093633,0.5917602996254682,1.0262172284644195,6.187265917602996,2.898876404494382,0.03745318352059925,0.00749063670411985,2.3146067415730336,1.4868913857677903,0,1,1,7.205692883895131,0.5059981704020957,21.62734082397004
187,Terry,Cummings,552,9.932971014492754,1.1340579710144927,5.65036231884058,0.29347826086956524,0.6757246376811594,1.181159420289855,8.958333333333334,4.206521739130435,0.11231884057971014,0.030797101449275364,2.213768115942029,1.4891304347826086,0,1,0,9.932391304347826,0.5000291828084076,21.62409420289855
420,Jayson,Williams,475,7.309473684210526,0.6042105263157894,7.545263157894737,0.6336842105263157,0.42947368421052634,1.0842105263157895,6.509473684210526,2.863157894736842,0.05052631578947368,0.00631578947368421,2.602105263157895,1.5768421052631578,0,1,0,7.6544,0.4774687555007921,21.617894736842103
718,Gary,Trent,261,11.11111111111111,1.1800766283524904,5.390804597701149,0.3793103448275862,0.5555555555555556,1.5555555555555556,9.011494252873563,4.517241379310345,0.14942528735632185,0.01532567049808429,3.210727969348659,2.0613026819923372,0,1,0,10.424214559386973,0.5329471610456056,21.595785440613028
236,Kevin,Edwards,402,10.955223880597014,2.3805970149253732,2.554726368159204,0.3208955223880597,1.3258706467661692,1.6791044776119404,10.012437810945274,4.300995024875622,1.092039800995025,0.3781094527363184,2.4029850746268657,1.9751243781094527,1,0,0,11.069751243781095,0.4948270127908962,21.58706467661692
179,Bryant,Stith,458,10.87772925764192,2.11353711790393,3.524017467248908,0.24017467248908297,1.0305676855895196,1.4323144104803494,8.663755458515285,3.7248908296943233,1.3558951965065502,0.4170305676855895,3.5829694323144103,3.010917030567686,1,0,0,10.240262008733625,0.5311255341105832,21.55240174672489
147,Jalen,Rose,438,10.771689497716896,3.6689497716894977,3.045662100456621,0.3584474885844749,0.8333333333333334,2.038812785388128,8.63013698630137,3.9771689497716896,1.4337899543378996,0.4748858447488584,3.105022831050228,2.3424657534246576,1,1,0,9.99634703196347,0.5387812899689385,21.53310502283105
930,Kenny,Gattison,352,8.9375,1.0482954545454546,5.28125,0.7471590909090909,0.65625,1.2698863636363635,6.747159090909091,3.522727272727273,0.022727272727272728,0.0,2.914772727272727,1.8920454545454546,0,1,0,8.02965909090909,0.5565304765004742,21.50568181818182
914,Stanley,Roberts,298,8.570469798657719,0.6342281879194631,5.197986577181208,1.2919463087248322,0.3691275167785235,1.238255033557047,7.124161073825503,3.553691275167785,0.006711409395973154,0.0,2.8456375838926173,1.4630872483221478,0,0,1,8.376241610738255,0.5115939938784995,21.48657718120805
761,Matt,Geiger,513,9.440545808966862,0.7290448343079922,5.8732943469785575,0.6569200779727096,0.5730994152046783,1.3976608187134503,7.50682261208577,3.801169590643275,0.13060428849902533,0.031189083820662766,2.473684210526316,1.8070175438596492,0,0,1,8.59524366471735,0.5491726690494765,21.468810916179336
1499,Tony,Battie,197,7.208121827411167,0.8934010152284264,5.385786802030457,1.0659898477157361,0.6598984771573604,1.0659898477157361,6.431472081218274,3.045685279187817,0.12690355329949238,0.02030456852791878,1.6040609137055837,1.0964467005076142,0,0,1,7.137258883248731,0.5049642968905579,21.398477157360407
384,Calbert,Cheaney,491,11.539714867617107,1.8268839103869654,3.30142566191446,0.2708757637474542,0.9490835030549898,1.3727087576374746,10.44602851323829,4.835030549898167,1.2912423625254583,0.395112016293279,2.0936863543788187,1.474541751527495,1,1,0,11.36725050916497,0.5075860190779241,21.36659877800407
457,Andrew,Lang,601,6.678868552412646,0.6555740432612313,5.146422628951747,1.5274542429284526,0.4875207986688852,1.0449251247920133,5.813643926788686,2.7004991680532444,0.033277870216306155,0.008319467554076539,1.6738768718801997,1.2695507487520798,0,0,1,6.550149750415974,0.5098256381076247,21.351913477537437
107,Dale,Ellis,704,13.853693181818182,1.2613636363636365,3.09375,0.12215909090909091,0.7130681818181818,1.2073863636363635,11.291193181818182,5.286931818181818,4.066761363636363,1.6349431818181819,2.096590909090909,1.6448863636363635,1,0,0,12.213693181818181,0.5671377598727211,21.312499999999996
1721,Keon,Clark,109,7.220183486238532,0.7431192660550459,5.513761467889908,1.3302752293577982,0.5045871559633027,1.3394495412844036,5.577981651376147,2.9541284403669725,0.08256880733944955,0.009174311926605505,1.9541284403669725,1.3027522935779816,0,1,1,6.437798165137615,0.5607649774838966,21.266055045871557
919,Loy,Vaught,170,8.805882352941177,0.8176470588235294,6.576470588235294,0.21764705882352942,0.6470588235294118,1.0470588235294118,8.305882352941177,3.9352941176470586,0.10588235294117647,0.011764705882352941,1.3352941176470587,0.9235294117647059,0,1,1,8.893411764705883,0.49507897452178745,21.261764705882356
1903,Kenny,Thomas,71,8.366197183098592,1.591549295774648,6.154929577464789,0.30985915492957744,0.7605633802816901,1.5774647887323943,7.47887323943662,2.9859154929577465,1.7183098591549295,0.4507042253521127,2.943661971830986,1.943661971830986,0,1,1,8.774084507042254,0.47675613201489664,21.112676056338028
1739,Ruben,Patterson,102,9.872549019607844,1.2549019607843137,4.549019607843137,0.4215686274509804,0.9705882352941176,1.5294117647058822,6.970588235294118,3.676470588235294,0.3235294117647059,0.12745098039215685,3.450980392156863,2.392156862745098,0,1,0,8.489019607843137,0.5814893518732389,21.08823529411765
248,George,Lynch,444,7.542792792792793,1.3941441441441442,5.150900900900901,0.3716216216216216,1.1981981981981982,1.277027027027027,6.621621621621622,3.0968468468468466,0.3581081081081081,0.10810810810810811,1.9234234234234233,1.240990990990991,0,1,0,7.467927927927928,0.5050124255072743,21.085585585585587
123,Robert,Pack,408,10.259803921568627,5.161764705882353,2.1642156862745097,0.10049019607843138,1.2009803921568627,2.718137254901961,8.370098039215685,3.575980392156863,0.8578431372549019,0.24754901960784315,3.6176470588235294,2.860294117647059,1,0,0,9.961862745098038,0.5149540896162818,21.018382352941178
722,Corliss,Williamson,337,12.038575667655786,1.5578635014836795,4.100890207715134,0.39465875370919884,0.6379821958456974,1.8308605341246291,9.863501483679526,4.857566765578635,0.05934718100890208,0.002967359050445104,3.4955489614243325,2.320474777448071,0,1,0,11.401543026706232,0.5279362468508609,20.995548961424333
36,Sarunas,Marciulionis,288,12.913194444444445,2.375,2.0625,0.08333333333333333,1.2673611111111112,2.0,8.82986111111111,4.440972222222222,1.0486111111111112,0.4027777777777778,4.756944444444445,3.6284722222222223,1,0,0,10.922916666666666,0.5911056011189523,20.972222222222218
78421,Alexander,Volkov,77,8.597402597402597,3.2467532467532467,3.4415584415584415,0.38961038961038963,0.8571428571428571,1.3246753246753247,7.3896103896103895,3.25974025974026,1.4285714285714286,0.45454545454545453,2.5714285714285716,1.6233766233766234,0,0,1,8.521038961038961,0.5044808876425044,20.967532467532465
78198,Otis,Smith,130,10.415384615384616,1.7384615384615385,3.8846153846153846,0.36923076923076925,0.9307692307692308,1.5538461538461539,9.384615384615385,4.023076923076923,0.5153846153846153,0.13076923076923078,3.0153846153846153,2.2384615384615385,0,1,0,10.711384615384615,0.48618292542801334,20.94230769230769
1899,James,Posey,81,8.17283950617284,1.8024691358024691,3.9135802469135803,0.4074074074074074,1.2098765432098766,1.1728395061728396,6.617283950617284,2.8395061728395063,2.7160493827160495,1.0123456790123457,1.8518518518518519,1.4814814814814814,0,1,0,7.432098765432099,0.5498338870431894,20.87037037037037
324,Anthony,Peeler,474,11.128691983122362,2.459915611814346,2.69831223628692,0.17721518987341772,1.0063291139240507,1.3755274261603376,9.98945147679325,4.305907172995781,3.1392405063291138,1.1582278481012658,1.7320675105485233,1.358649789029536,1,0,0,10.7515611814346,0.5175384204825518,20.84915611814346
262,Michael,Cage,666,4.954954954954955,0.7327327327327328,6.593093093093093,0.6561561561561562,0.8798798798798799,0.6366366366366366,4.057057057057057,2.1636636636636637,0.021021021021021023,0.0,1.1216216216216217,0.6276276276276276,0,0,1,4.550570570570571,0.5444322726252854,20.814564564564566
1065,Erick,Strickland,196,9.816326530612244,2.6020408163265305,3.3520408163265305,0.14285714285714285,1.163265306122449,1.5816326530612246,9.005102040816327,3.6020408163265305,2.5510204081632653,0.8520408163265306,2.163265306122449,1.760204081632653,1,0,0,9.956938775510205,0.49293898214761517,20.808673469387756
77167,Vinnie,Johnson,142,10.112676056338028,2.9295774647887325,3.2535211267605635,0.20422535211267606,0.8169014084507042,1.352112676056338,10.105633802816902,4.28169014084507,0.6619718309859155,0.2112676056338028,2.0704225352112675,1.3380281690140845,1,0,0,11.01661971830986,0.4589736377815848,20.767605633802816
216,Brian,Shaw,651,7.686635944700461,4.602150537634409,3.490015360983103,0.27956989247311825,0.8648233486943164,1.9861751152073732,7.508448540706605,3.0199692780337943,1.6451612903225807,0.4946236559139785,1.477726574500768,1.152073732718894,1,0,0,8.158648233486943,0.47107288638520284,20.43010752688172
77130,Buck,Johnson,226,9.530973451327434,1.7212389380530972,3.7035398230088497,0.504424778761062,0.8362831858407079,1.3097345132743363,8.446902654867257,3.97787610619469,0.11946902654867257,0.01327433628318584,2.146017699115044,1.5619469026548674,0,1,0,9.391150442477876,0.507444402563136,20.411504424778762
344,Dana,Barros,679,10.960235640648012,3.5994108983799706,1.9528718703976435,0.060382916053019146,0.946980854197349,1.4683357879234167,8.53460972017673,4.010309278350515,3.296023564064801,1.3652430044182622,1.8217967599410898,1.5743740795287187,1,0,0,9.33620029455081,0.5869751769917089,20.38144329896907
76046,Ron,Anderson,254,11.724409448818898,1.4173228346456692,3.47244094488189,0.12598425196850394,0.7480314960629921,1.110236220472441,10.60236220472441,4.8858267716535435,1.2440944881889764,0.38188976377952755,1.8622047244094488,1.5708661417322836,0,1,0,11.421732283464566,0.5132500551511141,20.33464566929134
703,Kurt,Thomas,227,8.20704845814978,0.8590308370044053,5.995594713656388,0.4581497797356828,0.6872246696035242,1.3700440528634361,7.048458149779735,3.392070484581498,0.030837004405286344,0.004405286343612335,2.039647577092511,1.4185022026431717,0,1,0,7.94590308370044,0.5164327057414677,20.330396475770925
